C-(1_2)nltk_tokens-svm-8,"0,6279111724090318"
C-(1_2)nltk_tokens-svm-6,"0,7625544504171853"
C-(1_2)nltk_tokens-svm-2,"0,8592814058269478"
C-(1_2)nltk_tokens-log-8,"0,6144869572378008"
C-(1_2)nltk_tokens-log-6,"0,7319913077605518"
C-(1_2)nltk_tokens-log-2,"0,8518741045431437"
C-(1_2)nltk_tokens-mnb-8,"0,5766901098250667"
C-(1_2)nltk_tokens-mnb-6,"0,6294063375392942"
C-(1_2)nltk_tokens-mnb-2,"0,8613526086577543"
C++-(1_2)nltk_tokens-svm-8,"0,7524857879658077"
C++-(1_2)nltk_tokens-svm-6,"0,8218671679812328"
C++-(1_2)nltk_tokens-svm-2,"0,8803037143443464"
C++-(1_2)nltk_tokens-log-8,"0,606470730455519"
C++-(1_2)nltk_tokens-log-6,"0,6259641158457191"
C++-(1_2)nltk_tokens-log-2,"0,8876484139642034"
C++-(1_2)nltk_tokens-mnb-8,"0,6462168990632332"
C++-(1_2)nltk_tokens-mnb-6,"0,725253898118654"
C++-(1_2)nltk_tokens-mnb-2,"0,8830702852544039"
C#-(1_2)nltk_tokens-svm-8,"0,5209579219266726"
C#-(1_2)nltk_tokens-svm-6,"0,6004573578587523"
C#-(1_2)nltk_tokens-svm-2,"0,8323907806386577"
C#-(1_2)nltk_tokens-log-8,"0,5092712428910006"
C#-(1_2)nltk_tokens-log-6,"0,5997866209489714"
C#-(1_2)nltk_tokens-log-2,"0,8342132867132868"
C#-(1_2)nltk_tokens-mnb-8,"0,4570788427689133"
C#-(1_2)nltk_tokens-mnb-6,"0,5356005242564099"
C#-(1_2)nltk_tokens-mnb-2,"0,7801400029787868"
Java-(1_2)nltk_tokens-svm-8,"0,7535833310211482"
Java-(1_2)nltk_tokens-svm-6,"0,799764355722307"
Java-(1_2)nltk_tokens-svm-2,"0,867180496115855"
Java-(1_2)nltk_tokens-log-8,"0,7455881541797057"
Java-(1_2)nltk_tokens-log-6,"0,7187223614592037"
Java-(1_2)nltk_tokens-log-2,"0,8804197106728202"
Java-(1_2)nltk_tokens-mnb-8,"0,6779321383642031"
Java-(1_2)nltk_tokens-mnb-6,"0,7475412837671406"
Java-(1_2)nltk_tokens-mnb-2,"0,8600697471665213"
JavaScript-(1_2)nltk_tokens-svm-8,"0,5093364429227265"
JavaScript-(1_2)nltk_tokens-svm-6,"0,5894436947068525"
JavaScript-(1_2)nltk_tokens-svm-2,"0,8529224974268006"
JavaScript-(1_2)nltk_tokens-log-8,"0,6255867021827989"
JavaScript-(1_2)nltk_tokens-log-6,"0,7408219850325114"
JavaScript-(1_2)nltk_tokens-log-2,"0,837282393063326"
JavaScript-(1_2)nltk_tokens-mnb-8,"0,5515116558783418"
JavaScript-(1_2)nltk_tokens-mnb-6,"0,7054524162467136"
JavaScript-(1_2)nltk_tokens-mnb-2,"0,7569612590799031"
TypeScript-(1_2)nltk_tokens-svm-8,"0,599092647477893"
TypeScript-(1_2)nltk_tokens-svm-6,"0,6206608845172291"
TypeScript-(1_2)nltk_tokens-svm-2,"0,8322691800952671"
TypeScript-(1_2)nltk_tokens-log-8,"0,6014052705428985"
TypeScript-(1_2)nltk_tokens-log-6,"0,6474267880834789"
TypeScript-(1_2)nltk_tokens-log-2,"0,8538815665005991"
TypeScript-(1_2)nltk_tokens-mnb-8,"0,5695940859765245"
TypeScript-(1_2)nltk_tokens-mnb-6,"0,6142667960210174"
TypeScript-(1_2)nltk_tokens-mnb-2,"0,8087954591119149"
PHP-(1_2)nltk_tokens-svm-8,"0,560341083245812"
PHP-(1_2)nltk_tokens-svm-6,"0,5999201206524194"
PHP-(1_2)nltk_tokens-svm-2,"0,869110661412291"
PHP-(1_2)nltk_tokens-log-8,"0,5452846775195649"
PHP-(1_2)nltk_tokens-log-6,"0,5934108527131783"
PHP-(1_2)nltk_tokens-log-2,"0,8599300022339712"
PHP-(1_2)nltk_tokens-mnb-8,"0,5275612977105774"
PHP-(1_2)nltk_tokens-mnb-6,"0,5264513206310067"
PHP-(1_2)nltk_tokens-mnb-2,"0,7528720610382984"
Python-(1_2)nltk_tokens-svm-8,"0,49000391832883355"
Python-(1_2)nltk_tokens-svm-6,"0,5358225873521635"
Python-(1_2)nltk_tokens-svm-2,"0,7557916117698726"
Python-(1_2)nltk_tokens-log-8,"0,4853238944785705"
Python-(1_2)nltk_tokens-log-6,"0,5237269193270311"
Python-(1_2)nltk_tokens-log-2,"0,7477396021699818"
Python-(1_2)nltk_tokens-mnb-8,"0,5129449660121652"
Python-(1_2)nltk_tokens-mnb-6,"0,603796325263796"
Python-(1_2)nltk_tokens-mnb-2,"0,7866829104352209"
SQL-(1_2)nltk_tokens-svm-8,"0,24079785094452963"
SQL-(1_2)nltk_tokens-svm-6,"0,3101023489724796"
SQL-(1_2)nltk_tokens-svm-2,"0,6737588652482269"
SQL-(1_2)nltk_tokens-log-8,"0,2430277019390103"
SQL-(1_2)nltk_tokens-log-6,"0,3106037536706771"
SQL-(1_2)nltk_tokens-log-2,"0,6673347778981582"
SQL-(1_2)nltk_tokens-mnb-8,"0,23900706167255154"
SQL-(1_2)nltk_tokens-mnb-6,"0,30948027987501675"
SQL-(1_2)nltk_tokens-mnb-2,"0,656837585818812"
JS/TS-(1_2)nltk_tokens-svm-8,"0,5818973716111282"
JS/TS-(1_2)nltk_tokens-svm-6,"0,6440655847030349"
JS/TS-(1_2)nltk_tokens-svm-2,"0,8448755020080321"
JS/TS-(1_2)nltk_tokens-log-8,"0,606865498819509"
JS/TS-(1_2)nltk_tokens-log-6,"0,634595547393956"
JS/TS-(1_2)nltk_tokens-log-2,"0,83996003996004"
JS/TS-(1_2)nltk_tokens-mnb-8,"0,5326722111209938"
JS/TS-(1_2)nltk_tokens-mnb-6,"0,6251752336426732"
JS/TS-(1_2)nltk_tokens-mnb-2,"0,7948680102185637"